name,team,span,mat,inns,no,runs,hs,ave,100,50,0
Mominul Haque,BAN,2013-2023,56,104,7,3655,181,37.68,11,16,13
NR Mongia,IND,1994-2001,44,68,8,1442,152,24.03,1,6,6
TM Moody,AUS,1989-1992,8,14,0,456,106,32.57,2,3,1
LJ Moon,ENG,1906-1906,4,8,0,182,36,22.75,0,0,1
FLH Mooney,NZ,1949-1954,14,22,2,343,46,17.15,0,0,1
PJ Moor,IRE/ZIM,2016-2023,11,22,1,588,83,28.00,0,5,2
KS More,IND,1986-1993,49,64,14,1285,73,25.70,0,7,7
EJG Morgan,ENG,2010-2012,16,24,1,700,130,30.43,2,3,4
RW Morgan,NZ,1965-1972,20,34,1,734,97,22.24,0,5,5
DPB Morkel,SA,1927-1932,16,28,1,663,88,24.55,0,4,3
JA Morkel,SA,2009-2009,1,1,0,58,58,58.00,0,1,0
M Morkel,SA,2006-2018,86,104,23,944,40,11.65,0,0,22
F Morley,ENG,1880-1883,4,6,2,6,2*,1.50,0,0,2
J Moroney,AUS,1949-1952,7,12,1,383,118,34.81,2,1,3
AR Morris,AUS,1946-1955,46,79,3,3533,206,46.48,12,12,4
CH Morris,SA,2016-2017,4,7,0,173,69,24.71,0,1,0
H Morris,ENG,1991-1991,3,6,0,115,44,19.16,0,0,0
JE Morris,ENG,1990-1990,3,5,2,71,32,23.66,0,0,0
S Morris,AUS,1885-1885,1,2,1,14,10*,14.00,0,0,0
BD Morrison,NZ,1963-1963,1,2,0,10,10,5.00,0,0,1
DK Morrison,NZ,1987-1997,48,71,26,379,42,8.42,0,0,24
JFM Morrison,NZ,1973-1982,17,29,0,656,117,22.62,1,3,4
JB Mortimore,ENG,1959-1964,9,12,2,243,73*,24.30,0,1,1
RS Morton,WI,2005-2008,15,27,1,573,70*,22.03,0,4,1
Mosaddek Hossain,BAN,2017-2022,4,8,2,173,75,28.83,0,1,1
EA Moseley,WI,1990-1990,2,4,0,35,26,8.75,0,0,1
S Moseley,WI,2021-2021,2,4,0,28,12,7.00,0,0,0
H Moses,AUS,1887-1895,6,10,0,198,33,19.80,0,0,0
AE Moss,ENG,1954-1960,9,7,1,61,26,10.16,0,0,1
JK Moss,AUS,1979-1979,1,2,1,60,38*,60.00,0,0,0
G Motie,WI,2022-2023,4,4,2,52,23*,26.00,0,0,0
RC Motz,NZ,1961-1969,32,56,3,612,60,11.54,0,3,12
WH Moule,AUS,1880-1880,1,2,0,40,34,20.00,0,0,0
MD Moxon,ENG,1986-1989,10,17,1,455,99,28.43,0,3,2
CB Mpofu,ZIM,2005-2017,15,28,10,105,33,5.83,0,0,9
J Mubarak,SL,2002-2015,13,23,1,385,49,17.50,0,0,5
Mudassar Nazar,PAK,1976-1989,76,116,8,4114,231,38.09,10,17,7
VM Muddiah,IND,1959-1960,2,3,1,11,11,5.50,0,0,1
GH Mudie,WI,1935-1935,1,1,0,5,5,5.00,0,0,0
BS Mudzinganyama,ZIM,2020-2020,1,1,0,16,16,16.00,0,0,0
Mufasir-ul-Haq,PAK,1965-1965,1,1,1,8,8*,-,0,0,0
Muhammad Musa,PAK,2019-2019,1,2,2,16,12*,-,0,0,0
Mujeeb Ur Rahman,AFG,2018-2018,1,2,0,18,15,9.00,0,0,0
A Mukund,IND,2011-2017,7,14,0,320,81,22.85,0,2,3
PWA Mulder,SA,2019-2023,12,21,0,326,42,15.52,0,0,2
AD Mullally,ENG,1996-2001,19,27,4,127,24,5.52,0,0,12
SA Muller,AUS,1999-1999,2,2,2,6,6*,-,0,0,0
CT Mumba,ZIM,2016-2020,3,5,2,25,11*,8.33,0,0,0
Munir Ahmad,AFG,2021-2021,1,2,0,13,12,6.50,0,0,0
Munir Malik,PAK,1959-1962,3,4,1,7,4,2.33,0,0,1
C Munro,NZ,2013-2013,1,2,0,15,15,7.50,0,0,1
TA Munton,ENG,1992-1992,2,2,1,25,25*,25.00,0,0,1
T Mupariwa,ZIM,2004-2004,1,2,1,15,14,15.00,0,0,0
M Muralidaran,ICC/SL,1992-2010,133,164,56,1261,67,11.67,0,1,33
WL Murdoch,AUS/ENG,1877-1892,19,34,5,908,211,31.31,2,1,3
BA Murphy,ZIM,2000-2001,11,15,3,123,30,10.25,0,0,3
T Murphy,AUS,2023-2023,4,6,1,46,41,9.20,0,0,3
ARA Murray,SA,1952-1954,10,14,1,289,109,22.23,1,1,1
BAG Murray,NZ,1968-1971,13,26,1,598,90,23.92,0,5,1
DA Murray,WI,1978-1982,19,31,3,601,84,21.46,0,3,3
DJ Murray,NZ,1994-1995,8,16,1,303,52,20.20,0,1,3
DL Murray,WI,1963-1980,62,96,9,1993,91,22.90,0,11,7
JR Murray,WI,1993-2002,33,45,4,918,101*,22.39,1,3,9
JT Murray,ENG,1961-1967,21,28,5,506,112,22.00,1,2,3
TJ Murtagh,IRE,2018-2019,3,6,2,109,54*,27.25,0,1,0
TK Musakanda,ZIM,2017-2021,5,9,0,134,43,14.88,0,0,2
HA Musgrove,AUS,1885-1885,1,2,0,13,9,6.50,0,0,0
N M'shangwe,ZIM,2014-2014,2,4,0,8,8,2.00,0,0,3
Mushfiqur Rahim,BAN,2005-2023,85,157,14,5498,219*,38.44,10,26,12
Mushfiqur Rahman,BAN,2001-2004,10,19,2,232,46*,13.64,0,0,5
Mushtaq Ahmed,PAK,1990-2003,52,72,16,656,59,11.71,0,2,14
S Mushtaq Ali,IND,1934-1952,11,20,1,612,112,32.21,2,3,1
Mushtaq Mohammad,PAK,1959-1979,57,100,7,3643,201,39.17,10,19,4
Mustafizur Rahman,BAN,2015-2022,15,22,7,66,16,4.40,0,0,8
DT Mutendera,ZIM,2000-2000,1,2,0,10,10,5.00,0,0,1
S Muthusamy,SA,2019-2023,3,6,2,105,49*,26.25,0,0,0
F Mutizwa,ZIM,2012-2012,1,2,0,24,18,12.00,0,0,0
CT Mutombodzi,ZIM,2020-2020,1,2,0,41,33,20.50,0,0,0
R Mutumbami,ZIM,2013-2014,6,12,1,217,43,19.72,0,0,1
B Muzarabani,ZIM,2017-2021,6,11,4,102,30*,14.57,0,0,1
W Mwayenga,ZIM,2005-2005,1,2,1,15,14*,15.00,0,0,0
D Myers,ZIM,2021-2021,1,2,0,53,27,26.50,0,0,0
S Nadeem,IND,2019-2021,2,3,1,1,1*,0.50,0,0,2
Nadeem Abbasi,PAK,1989-1989,3,2,0,46,36,23.00,0,0,0
Nadeem Ghauri,PAK,1990-1990,1,1,0,0,0,0.00,0,0,1
Nadeem Khan,PAK,1993-1999,2,3,1,34,25,17.00,0,0,0
RG Nadkarni,IND,1955-1968,41,67,12,1414,122*,25.70,1,7,6
Naeem Islam,BAN,2008-2012,8,15,2,416,108,32.00,1,1,0
Nafees Iqbal,BAN,2004-2006,11,22,0,518,121,23.54,1,2,2
MV Nagamootoo,WI,2000-2002,5,8,1,185,68,26.42,0,1,0
LE Nagel,AUS,1932-1932,1,2,1,21,21*,21.00,0,0,1
SS Naik,IND,1974-1975,3,6,0,141,77,23.50,0,1,1
Naimur Rahman,BAN,2000-2002,8,15,1,210,48,15.00,0,0,1
KK Nair,IND,2016-2017,6,7,1,374,303*,62.33,1,0,1
R Nanan,WI,1980-1980,1,2,0,16,8,8.00,0,0,0
Naoomal Jaoomal,IND,1932-1934,3,5,1,108,43,27.00,0,0,0
MV Narasimha Rao,IND,1978-1979,4,6,1,46,20*,9.20,0,0,0
SP Narine,WI,2012-2013,6,7,2,40,22*,8.00,0,0,1
Naseem Shah,PAK,2019-2023,15,21,8,96,18,7.38,0,0,3
BP Nash,WI,2008-2011,21,33,0,1103,114,33.42,2,8,0
DJ Nash,NZ,1992-2001,32,45,14,729,89*,23.51,0,4,5
LJ Nash,AUS,1932-1937,2,2,0,30,17,15.00,0,0,0
Nasim-ul-Ghani,PAK,1958-1973,29,50,5,747,101,16.60,1,2,8
Nasir Hossain,BAN,2011-2017,19,32,2,1044,100,34.80,1,6,2
Nasir Jamal,AFG,2019-2021,2,4,2,76,55*,38.00,0,1,0
Nasir Jamshed,PAK,2013-2013,2,4,0,51,46,12.75,0,0,1
T Natarajan,IND,2021-2021,1,1,1,1,1*,-,0,0,0
Naushad Ali,PAK,1965-1965,6,11,0,156,39,14.18,0,0,0
Naved-ul-Hasan,PAK,2004-2007,9,15,3,239,42*,19.91,0,0,2
Naved Anjum,PAK,1989-1990,2,3,0,44,22,14.66,0,0,0
Naved Ashraf,PAK,1998-2000,2,3,0,64,32,21.33,0,0,0
Naved Latif,PAK,2002-2002,1,2,0,20,20,10.00,0,0,1
JG Navle,IND,1932-1933,2,4,0,42,13,10.50,0,0,0
MN Nawaz,SL,2002-2002,1,2,1,99,78*,99.00,0,1,0
SV Nayak,IND,1982-1982,2,3,1,19,11,9.50,0,0,0
Nayeem Hasan,BAN,2018-2022,8,11,3,118,26,14.75,0,0,1
CK Nayudu,IND,1932-1936,7,14,0,350,81,25.00,0,2,0
CS Nayudu,IND,1934-1952,11,19,3,147,36,9.18,0,0,3
Nazar Mohammad,PAK,1952-1952,5,8,1,277,124*,39.57,1,1,1
Nazimuddin,BAN,2011-2012,3,6,0,125,78,20.83,0,1,2
S Nazir Ali,IND,1932-1934,2,4,0,30,13,7.50,0,0,0
Nazmul Hossain,BAN,2004-2011,2,4,2,16,8*,8.00,0,0,2
Najmul Hossain Shanto,BAN,2017-2023,22,42,1,1013,163,24.70,2,3,7
Nazmul Islam,BAN,2018-2018,1,2,0,4,4,2.00,0,0,1
N Ncube,ZIM,2011-2011,1,2,0,17,14,8.50,0,0,0
A Ndlovu,ZIM,2020-2020,2,4,0,9,5,2.25,0,0,2
JM Neblett,WI,1935-1935,1,2,1,16,11*,16.00,0,0,0
JDS Neesham,NZ,2014-2017,12,22,1,709,137*,33.76,2,4,2
A Nehra,IND,1999-2004,17,25,11,77,19,5.50,0,0,10
A Nel,SA,2001-2008,36,42,8,337,34,9.91,0,0,11
JD Nel,SA,1949-1957,6,11,0,150,38,13.63,0,0,1
MG Neser,AUS,2021-2022,2,3,0,56,35,18.66,0,0,0
PM Nevill,AUS,2015-2016,17,23,2,468,66,22.28,0,3,1
C Newberry,SA,1913-1914,4,8,0,62,16,7.75,0,0,1
W Newham,ENG,1888-1888,1,2,0,26,17,13.00,0,0,0
J Newman,NZ,1932-1933,3,4,0,33,19,8.25,0,0,0
PJ Newport,ENG,1988-1991,3,5,1,110,40*,27.50,0,0,1
ES Newson,SA,1930-1939,3,5,1,30,16,7.50,0,0,0
M Ngam,SA,2000-2001,3,1,1,0,0*,-,0,0,0
R Ngarava,ZIM,2021-2023,4,7,2,50,19*,10.00,0,0,2
L Ngidi,SA,2018-2022,17,27,9,89,19,4.94,0,0,7
Niaz Ahmed,PAK,1967-1969,2,3,3,17,16*,-,0,0,0
HM Nicholls,NZ,2016-2023,54,83,7,2948,200*,38.78,9,12,6
MS Nichols,ENG,1930-1939,14,19,7,355,78*,29.58,0,2,0
F Nicholson,SA,1935-1936,4,8,1,76,29,10.85,0,0,4
MJ Nicholson,AUS,1998-1998,1,2,0,14,9,7.00,0,0,0
RJ Nicol,NZ,2012-2012,2,4,0,28,19,7.00,0,0,0
JFW Nicolson,SA,1928-1928,3,5,0,179,78,35.80,0,1,0
P Nissanka,SL,2021-2022,9,15,1,537,103,38.35,1,5,0
RAP Nissanka,SL,2003-2003,4,5,2,18,12*,6.00,0,0,2
M Nissar,IND,1932-1936,6,11,3,55,14,6.87,0,0,2
HC Nitschke,AUS,1931-1931,2,2,0,53,47,26.50,0,0,0
ML Nkala,ZIM,2000-2005,10,15,2,187,47,14.38,0,0,4
MA Noble,AUS,1898-1909,42,73,7,1997,133,30.25,1,16,4
G Noblet,AUS,1950-1953,3,4,1,22,13*,7.33,0,0,1
Noman Ali,PAK,2021-2022,13,17,4,250,97,19.23,0,1,3
JM Noreiga,WI,1971-1971,4,5,2,11,9,3.66,0,0,1
MJ North,AUS,2009-2010,21,35,2,1171,128,35.48,5,4,5
A Nortje,SA,2019-2023,19,33,9,187,40,7.79,0,0,8
NO Norton,SA,1910-1910,1,2,0,9,7,4.50,0,0,0
OE Nothling,AUS,1928-1928,1,2,0,52,44,26.00,0,0,0
AD Nourse,SA,1935-1951,34,62,7,2960,231,53.81,9,14,3
AW Nourse,SA,1902-1924,45,83,8,2234,111,29.78,1,15,3
M Ntini,SA,1998-2009,101,116,45,699,32*,9.84,0,0,21
RK Nunes,WI,1928-1930,4,8,0,245,92,30.62,0,2,1
EP Nupen,SA,1921-1936,17,31,7,348,69,14.50,0,2,5
SM Nurse,WI,1960-1969,29,54,1,2523,258,47.60,6,10,3
Nurul Hasan,BAN,2017-2022,9,17,1,394,64,24.62,0,3,4
S Nyalchand,IND,1952-1952,1,2,1,7,6*,7.00,0,0,0
VM Nyauchi,ZIM,2020-2023,8,13,4,57,13,6.33,0,0,3
J Nyumbu,ZIM,2014-2016,3,6,1,38,14,7.60,0,0,0
ASM Oakman,ENG,1956-1956,2,2,0,14,10,7.00,0,0,0
IE O'Brien,NZ,2005-2009,22,34,5,219,31,7.55,0,0,8
KJ O'Brien,IRE,2018-2019,3,6,1,258,118,51.60,1,1,0
LPJ O'Brien,AUS,1932-1936,5,8,0,211,61,26.37,0,2,1
NJ O'Brien,IRE,2018-2018,1,2,0,18,18,9.00,0,0,1
Sir TC O'Brien,ENG,1884-1896,5,8,0,59,20,7.37,0,0,3
AE Ochse,SA,1889-1889,2,4,0,16,8,4.00,0,0,0
AL Ochse,SA,1928-1929,3,4,1,11,4*,3.66,0,0,0
J O'Connor,ENG,1929-1930,4,7,0,153,51,21.85,0,1,1
JDA O'Connor,AUS,1908-1909,4,8,1,86,20,12.28,0,0,0
SB O'Connor,NZ,1997-2001,19,27,9,103,20,5.72,0,0,4
SP O'Donnell,AUS,1985-1985,6,10,3,206,48,29.42,0,0,1
AD Ogilvie,AUS,1977-1978,5,10,0,178,47,17.80,0,0,3
NV Ojha,IND,2015-2015,1,2,0,56,35,28.00,0,0,0
PP Ojha,IND,2009-2013,24,27,17,89,18*,8.90,0,0,4
SNJ O'Keefe,AUS,2014-2017,9,13,4,86,25,9.55,0,0,2
KJ O'Keeffe,AUS,1971-1977,24,34,9,644,85,25.76,0,1,3
CM Old,ENG,1972-1981,46,66,9,845,65,14.82,0,2,10
N Oldfield,ENG,1939-1939,1,2,0,99,80,49.50,0,1,0
WAS Oldfield,AUS,1920-1937,54,80,17,1427,65*,22.65,0,4,9
S O'Linn,SA,1960-1961,7,12,1,297,98,27.00,0,2,0
D Olivier,SA,2017-2022,15,19,9,50,12,5.00,0,0,4
HK Olonga,ZIM,1995-2002,30,45,11,184,24,5.41,0,0,14
AH Omarshah,ZIM,1992-1996,3,5,0,122,62,24.40,0,1,0
NCL O'Neill,AUS,1958-1965,42,69,8,2779,181,45.55,6,15,6
G Onions,ENG,2009-2012,9,10,7,30,17*,10.00,0,0,3
JL Ontong,SA,2002-2004,2,4,1,57,32,19.00,0,0,1
JDP Oram,NZ,2002-2009,33,59,10,1780,133,36.32,5,6,4
WJ O'Reilly,AUS,1932-1946,27,39,7,410,56*,12.81,0,1,6
J Ormond,ENG,2001-2001,2,4,1,38,18,12.66,0,0,1
DR O'Sullivan,NZ,1973-1976,11,21,4,158,23*,9.29,0,0,2
C Overton,ENG,2017-2022,8,14,2,182,41*,15.16,0,0,1
GWF Overton,NZ,1953-1954,3,6,1,8,3*,1.60,0,0,2
J Overton,ENG,2022-2022,1,1,0,97,97,97.00,0,1,0
MB Owens,NZ,1992-1994,8,12,6,16,8*,2.66,0,0,5
HGO Owen-Smith,SA,1929-1929,5,8,2,252,129,42.00,1,1,0
RK Oxenham,AUS,1928-1931,7,10,0,151,48,15.10,0,0,2
DEV Padgett,ENG,1960-1960,2,4,0,51,31,12.75,0,0,0
AL Padmore,WI,1976-1976,2,2,1,8,8*,8.00,0,0,1
ML Page,NZ,1930-1937,14,20,0,492,104,24.60,1,2,1
DJ Pagon,WI,2005-2005,2,3,0,37,35,12.33,0,0,1
AM Pai,IND,1969-1969,1,2,0,10,9,5.00,0,0,0
GAE Paine,ENG,1935-1935,4,7,1,97,49,16.16,0,0,1
TD Paine,AUS,2010-2021,35,57,10,1534,92,32.63,0,9,4
BH Pairaudeau,WI,1953-1957,13,21,0,454,115,21.61,1,3,3
LCH Palairet,ENG,1902-1902,2,4,0,49,20,12.25,0,0,0
PE Palia,IND,1932-1936,2,4,1,29,16,9.66,0,0,0
AW Palm,SA,1927-1928,1,2,0,15,13,7.50,0,0,0
CH Palmer,ENG,1954-1954,1,2,0,22,22,11.00,0,0,1
GE Palmer,AUS,1880-1886,17,25,4,296,48,14.09,0,0,3
KE Palmer,ENG,1965-1965,1,1,0,10,10,10.00,0,0,0
CS Pandit,IND,1986-1992,5,8,1,171,39,24.42,0,0,0
HH Pandya,IND,2017-2018,11,18,1,532,108,31.29,1,4,2
MS Panesar,ENG,2006-2013,50,68,23,220,26,4.88,0,0,20
Pankaj Singh,IND,2014-2014,2,4,1,10,9,3.33,0,0,2
RR Pant,IND,2018-2022,33,56,4,2271,159*,43.67,5,11,2
T Panyangara,ZIM,2004-2014,9,18,6,201,40*,16.75,0,0,2
MHW Papps,NZ,2004-2007,8,16,1,246,86,16.40,0,2,4
NT Paranavitana,SL,2009-2012,32,60,5,1792,111,32.58,2,11,9
BA Parchment,WI,2008-2008,2,4,0,55,20,13.75,0,0,0
PH Parfitt,ENG,1961-1972,37,52,6,1882,131*,40.91,7,6,5
RL Park,AUS,1920-1921,1,1,0,0,0,0.00,0,0,1
GAHM Parkar,IND,1982-1982,1,2,0,7,6,3.50,0,0,0
RD Parkar,IND,1972-1973,2,4,0,80,35,20.00,0,0,0
CWL Parker,ENG,1921-1921,1,1,1,3,3*,-,0,0,0
GM Parker,SA,1924-1924,2,4,2,3,2*,1.50,0,0,2
JM Parker,NZ,1973-1980,36,63,2,1498,121,24.55,3,5,4
NM Parker,NZ,1976-1976,3,6,0,89,40,14.83,0,0,0
PWG Parker,ENG,1981-1981,1,2,0,13,13,6.50,0,0,1
WGA Parkhouse,ENG,1950-1959,7,13,0,373,78,28.69,0,2,1
CH Parkin,ENG,1920-1924,10,16,3,160,36,12.30,0,0,1
DC Parkin,SA,1892-1892,1,2,0,6,6,3.00,0,0,1
MW Parkinson,ENG,2022-2022,1,1,0,8,8,8.00,0,0,0
JH Parks,ENG,1937-1937,1,2,0,29,22,14.50,0,0,0
JM Parks,ENG,1954-1968,46,68,7,1962,108*,32.16,2,9,3
WD Parnell,SA,2010-2017,6,4,0,67,23,16.75,0,0,0
AC Parore,NZ,1990-2002,78,128,19,2865,110,26.28,2,14,6
DR Parry,WI,1978-1980,12,20,3,381,65,22.41,0,3,3
DD Parsana,IND,1979-1979,2,2,0,1,1,0.50,0,0,1
JT Partridge,SA,1963-1965,11,12,5,73,13*,10.42,0,0,0
NT Pascal,WI,2010-2010,2,2,0,12,10,6.00,0,0,0
LS Pascoe,AUS,1977-1982,14,19,9,106,30*,10.60,0,0,3
CC Passailaigue,WI,1930-1930,1,2,1,46,44,46.00,0,0,0
CT Patankar,IND,1955-1956,1,2,1,14,13,14.00,0,0,0
MAK Pataudi,IND,1961-1975,46,83,3,2793,203*,34.91,6,16,7
Nawab of Pataudi snr,ENG/IND,1932-1946,6,10,0,199,102,19.90,1,0,0
AR Patel,IND,2021-2023,12,18,4,513,84,36.64,0,4,1
AY Patel,NZ,2018-2023,14,19,8,126,35,11.45,0,0,1
BP Patel,IND,1974-1977,21,38,5,972,115*,29.45,1,5,0
DN Patel,NZ,1987-1997,37,66,8,1200,99,20.68,0,5,10
JM Patel,IND,1955-1960,7,10,1,25,12,2.77,0,0,5
JS Patel,NZ,2006-2017,24,38,8,381,47,12.70,0,0,7
MM Patel,ENG,1996-1996,2,2,0,45,27,22.50,0,0,0
MM Patel,IND,2006-2011,13,14,6,60,15*,7.50,0,0,4
PA Patel,IND,2002-2018,25,38,8,934,71,31.13,0,6,4
RGM Patel,IND,1988-1988,1,2,0,0,0,0.00,0,0,2
SR Patel,ENG,2012-2015,6,9,0,151,42,16.77,0,0,2
D Paterson,SA,2020-2020,2,4,3,43,39*,43.00,0,0,0
IK Pathan,IND,2003-2008,29,40,5,1105,102,31.57,1,6,5
Yuvraj of Patiala,IND,1934-1934,1,2,0,84,60,42.00,0,1,0
SM Patil,IND,1980-1984,29,47,4,1588,174,36.93,4,7,4
SR Patil,IND,1955-1955,1,1,1,14,14*,-,0,0,0
BP Patterson,WI,1986-1992,28,38,16,145,21*,6.59,0,0,8
KR Patterson,AUS,2019-2019,2,2,1,144,114*,144.00,1,0,0
DJ Pattinson,ENG,2008-2008,1,2,0,21,13,10.50,0,0,0
JL Pattinson,AUS,2011-2020,21,25,9,417,47*,26.06,0,0,2
KMA Paul,WI,2018-2019,3,6,0,96,47,16.00,0,0,1
TRO Payne,WI,1986-1986,1,1,0,5,5,5.00,0,0,0
E Paynter,ENG,1931-1939,20,31,5,1540,243,59.23,4,7,3
SG Peall,ZIM,1993-1994,4,6,2,60,30,15.00,0,0,2
COC Pearse,SA,1910-1911,3,6,0,55,31,9.16,0,0,2
E Peate,ENG,1881-1886,9,14,8,70,13,11.66,0,0,1
IAR Peebles,ENG,1927-1931,13,17,8,98,26,10.88,0,0,3
R Peel,ENG,1884-1896,20,33,4,427,83,14.72,0,3,8
SJ Pegler,SA,1910-1924,16,28,5,356,35*,15.47,0,0,6
CE Pellew,AUS,1920-1921,10,14,1,484,116,37.23,2,1,0
F Penn,ENG,1880-1880,1,2,1,50,27*,50.00,0,0,0
ASA Perera,SL,1998-2001,3,4,1,77,43*,25.66,0,0,0
MDK Perera,SL,2014-2021,43,77,8,1303,95,18.88,0,7,14
MDKJ Perera,SL,2015-2021,22,41,3,1177,153*,30.97,2,7,5
NLTC Perera,SL,2011-2012,6,10,0,203,75,20.30,0,1,0
PDRL Perera,SL,1999-2002,8,9,6,33,11*,11.00,0,0,1
RTD Perks,ENG,1939-1939,2,2,2,3,2*,-,0,0,0
V Permaul,WI,2012-2022,9,13,2,145,26*,13.18,0,0,3
NO Perry,WI,1999-1999,4,7,1,74,26,12.33,0,0,2
Pervez Sajjad,PAK,1964-1973,19,20,11,123,24,13.66,0,0,2
KK Peters,WI,2014-2014,1,1,0,0,0,0.00,0,0,1
AN Petersen,SA,2010-2015,36,64,4,2093,182,34.88,5,8,3
KD Petersen,SA,2021-2023,11,20,0,596,82,29.80,0,4,0
RJ Peterson,SA,2003-2014,15,20,3,464,84,27.29,0,3,2
PJ Petherick,NZ,1976-1977,6,11,4,34,13,4.85,0,0,1
EC Petrie,NZ,1955-1966,14,25,5,258,55,12.90,0,1,2
DG Phadkar,IND,1947-1959,31,45,7,1229,123,32.34,2,8,3
AL Phehlukwayo,SA,2017-2018,4,4,2,19,9,9.50,0,0,1
VD Philander,SA,2011-2020,64,94,20,1779,74,24.04,0,8,8
H Philipson,ENG,1892-1895,5,8,1,63,30,9.00,0,0,0
A Phillip,WI,2022-2022,2,3,1,53,43,26.50,0,0,0
N Phillip,WI,1978-1979,9,15,5,297,47,29.70,0,0,1
GD Phillips,NZ,2020-2020,1,2,0,52,52,26.00,0,1,1
OJ Phillips,WI,2009-2009,2,4,0,160,94,40.00,0,1,0
WB Phillips,AUS,1983-1986,27,48,2,1485,159,32.28,2,7,1
WN Phillips,AUS,1992-1992,1,2,0,22,14,11.00,0,0,0
PI Philpott,AUS,1965-1966,8,10,1,93,22,10.33,0,0,0
DL Piedt,SA,2014-2019,9,12,1,131,56,11.90,0,1,2
LR Pierre,WI,1948-1948,1,-,-,-,-,-,-,-,-
KP Pietersen,ENG,2005-2014,104,181,8,8181,227,47.28,23,35,10
ACS Pigott,ENG,1984-1984,1,2,1,12,8*,12.00,0,0,0
R Pilling,ENG,1881-1888,8,13,1,91,23,7.58,0,0,1
AJ Pithey,SA,1957-1965,17,27,1,819,154,31.50,1,4,2
DB Pithey,SA,1963-1967,8,12,1,138,55,12.54,0,1,1
W Place,ENG,1948-1948,3,6,1,144,107,28.80,1,0,0
WR Playle,NZ,1958-1963,8,15,0,151,65,10.06,0,1,3
JB Plimsoll,SA,1947-1947,1,2,1,16,8*,16.00,0,0,0
LE Plunkett,ENG,2005-2014,13,20,5,238,55*,15.86,0,1,7
BA Pocock,NZ,1993-1997,15,29,0,665,85,22.93,0,6,4
PI Pocock,ENG,1968-1985,25,37,4,206,33,6.24,0,0,10
R Pollard,ENG,1946-1948,4,3,2,13,10*,13.00,0,0,0
V Pollard,NZ,1965-1973,32,59,7,1266,116,24.34,2,7,4
PM Pollock,SA,1961-1970,28,41,13,607,75*,21.67,0,2,3
RG Pollock,SA,1963-1970,23,41,4,2256,274,60.97,7,11,1
SM Pollock,SA,1995-2008,108,156,39,3781,111,32.31,2,16,9
WH Ponsford,AUS,1924-1934,29,48,4,2122,266,48.22,7,6,1
RT Ponting,AUS,1995-2012,168,287,29,13378,257,51.85,41,62,17
CJ Poole,ENG,1951-1952,3,5,1,161,69*,40.25,0,2,0
MB Poore,NZ,1953-1956,14,24,1,355,45,15.43,0,0,6
RM Poore,SA,1896-1896,3,6,0,76,20,12.66,0,0,0
GH Pope,ENG,1947-1947,1,1,1,8,8*,-,0,0,0
OJ Pope,ENG,2018-2023,35,62,5,1841,145,32.29,3,11,1
RJ Pope,AUS,1885-1885,1,2,0,3,3,1.50,0,0,1
WTS Porterfield,IRE,2018-2019,3,6,0,58,32,9.66,0,0,1
JE Pothecary,SA,1960-1960,3,4,0,26,12,6.50,0,0,0
MJ Potts,ENG,2022-2022,5,6,2,30,19,7.50,0,0,1
AD Pougher,ENG,1892-1892,1,1,0,17,17,17.00,0,0,0
RR Powar,IND,2007-2007,2,2,0,13,7,6.50,0,0,0
AW Powell,SA,1899-1899,1,2,0,16,11,8.00,0,0,0
DBL Powell,WI,2002-2009,37,57,5,407,36*,7.82,0,0,15
KOA Powell,WI,2011-2021,44,83,1,2113,134,25.76,3,7,8
RL Powell,WI,1999-2004,2,3,0,53,30,17.66,0,0,1
SW Poynter,IRE,2019-2019,1,2,0,1,1,0.50,0,0,1
M Prabhakar,IND,1984-1995,39,58,9,1600,120,32.65,1,9,3
BKV Prasad,IND,1996-2001,33,47,20,203,30*,7.51,0,0,10
KTGD Prasad,SL,2008-2015,25,39,2,476,47,12.86,0,0,8
MSK Prasad,IND,1999-2000,6,10,1,106,19,11.77,0,0,0
EAS Prasanna,IND,1962-1978,49,84,20,735,37,11.48,0,0,15
S Prasanna,SL,2011-2011,1,1,0,5,5,5.00,0,0,0
D Pretorius,SA,2002-2003,4,4,1,22,9,7.33,0,0,1
D Pretorius,SA,2019-2020,3,6,0,83,37,13.83,0,0,1
JSE Price,ENG,1964-1972,15,15,6,66,32,7.33,0,0,5
RW Price,ZIM,1999-2013,22,38,8,261,36,8.70,0,0,6
WFF Price,ENG,1938-1938,1,2,0,6,6,3.00,0,0,1
RM Prideaux,ENG,1968-1969,3,6,1,102,64,20.40,0,1,0
MW Priest,NZ,1990-1998,3,4,0,56,26,14.00,0,0,0
AG Prince,SA,2002-2011,66,104,16,3665,162*,41.64,11,11,7
CFH Prince,SA,1899-1899,1,2,0,6,5,3.00,0,0,0
C Pringle,NZ,1990-1995,14,21,4,175,30,10.29,0,0,7
DR Pringle,ENG,1982-1992,30,50,4,695,63,15.10,0,1,6
MW Pringle,SA,1992-1995,4,6,2,67,33,16.75,0,0,0
MJ Prior,ENG,2007-2014,79,123,21,4099,131*,40.18,7,28,13
MJ Procter,SA,1967-1970,7,10,1,226,48,25.11,0,0,1
HLE Promnitz,SA,1927-1928,2,4,0,14,5,3.50,0,0,0
WJ Pucovski,AUS,2021-2021,1,2,0,72,62,36.00,0,1,0
CA Pujara,IND,2010-2023,102,174,11,7154,206*,43.88,19,35,12
